key,doi,title,year,venue,type,citations,strands,duplicates_merged,title_only,questions,decision,reason
ttl:spatialbistabiiityoftwodimensionalturingpatternsinareactiondiffusionsystem,,Spatial Bistabiiity of Two-Dimensional Turing Patterns in a Reaction-Diffusion System,2001,,,0,semantic_scholar,0,1,,exclude,off-topic
ttl:advancedcomputationaltechniquesformaterialsbydesign,,Advanced Computational Techniques for Materials-by-design,2006,,,1,semantic_scholar,0,1,,exclude,no-spread
doi:10.1117/12.790780,10.1117/12.790780,Analysis of the photoelectric characteristic of patterns in dielectric barrier discharge,2008,Applied Optics and Photonics China,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/978-3-642-71927-1_4,10.1007/978-3-642-71927-1_4,Stationary Transverse Spatial Structures,1987,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/978-3-642-82462-3_95,10.1007/978-3-642-82462-3_95,On some Transition Processes in Spatial Flows with a Transversal Velocity Gradient,1985,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.18698/0536-1044-2023-8-51-67,10.18698/0536-1044-2023-8-51-67,Tool and workpiece deformation effect in the cutting speed direction on the machining dynamics,2023,Proceedings of Higher Educational Institutions Маchine Building,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1142/s0218202599000567,10.1142/s0218202599000567,ASYMPTOTIC STABILITY OF TRAVELING WAVES IN SOLID-PROPELLANT COMBUSTION UNDER THERMAL RADIATION,1999,,,3,semantic_scholar,0,1,,exclude,off-topic
doi:10.1063/5.0040844,10.1063/5.0040844,Effects of non-local competition on plankton-fish dynamics.,2021,Chaos,,8,semantic_scholar,0,0,q2 q8,pass,
doi:10.1007/978-1-4612-0917-1_9,10.1007/978-1-4612-0917-1_9,Localized Instabilities in the Convection of Nematic Liquid Crystals,1992,,,3,semantic_scholar,0,1,,exclude,no-spread
ttl:chapter5dynamicsofagriculturaldevelopmentinuttarpradeshvariationsacrossdistrictsandagroeconomicregions,,Chapter 5 Dynamics of Agricultural Development in Uttar Pradesh : Variations Across Districts and Agro-Economic Regions,2015,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1142/s0218127421500917,10.1142/s0218127421500917,Bifurcations in 2D Spatiotemporal Maps,2021,International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,,2,semantic_scholar,0,0,,exclude,off-topic
doi:10.1142/s1402925109000145,10.1142/s1402925109000145,THE NONLINEAR SCHRÖDINGER EQUATION FOR THE DELTA-COMB POTENTIAL: QUASI-CLASSICAL CHAOS AND BIFURCATIONS OF PERIODIC STATIONARY SOLUTIONS,2005,,,23,semantic_scholar,0,0,,exclude,off-topic
doi:10.1364/nldos.1990.dmmpcps466,10.1364/nldos.1990.dmmpcps466,Spatial Instability and Bifurcations in the Nonlinear Third-Order Three-Wave Mixing Interaction in Single-Mode Fibers,1990,Nonlinear Dynamics in Optical Systems,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1016/s0020-7683(01)00234-7,10.1016/s0020-7683(01)00234-7,Spatially complex localisation in twisted elastic rods constrained to a cylinder,2002,,,69,semantic_scholar,0,1,,exclude,no-spread
doi:10.15421/112251,10.15421/112251,"On the question of the philosophical foundations of the geoecotones theory: synergetics, anthropocentrism, geosystem paradigm",2022,Journal of Geology Geography and Geoecology,,1,semantic_scholar,0,0,q8,pass,
doi:10.1016/j.jsv.2008.03.045,10.1016/j.jsv.2008.03.045,Analytical prediction of chatter stability for variable pitch and variable helix milling tools,2008,,,215,semantic_scholar,0,1,,exclude,no-spread
ttl:orthogonallystretchingparallelplatesflowsbetweenorthogonallystretchingparallelplates,,Orthogonally stretching parallel plates Flows between orthogonally stretching parallel plates,2020,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s10958-008-9141-0,10.1007/s10958-008-9141-0,On some properties of elliptic and parabolic functional differential operators arising in nonlinear optics,2008,,,16,semantic_scholar,0,1,,exclude,no-spread
doi:10.1063/5.0173566,10.1063/5.0173566,Spatiotemporal dynamics of a multi-delayed prey-predator system with variable carrying capacity.,2023,Chaos,,7,semantic_scholar,0,0,,exclude,off-topic
doi:10.1103/physreve.102.052411,10.1103/physreve.102.052411,Multicellular sensing at a feedback-induced critical point.,2020,Physical Review E,,4,semantic_scholar,0,0,,exclude,off-topic
doi:10.1007/s11538-008-9368-4,10.1007/s11538-008-9368-4,Ratio-Dependent Predator-Prey Models of Interacting Populations,2009,Bulletin of Mathematical Biology,,164,semantic_scholar,0,1,,exclude,no-spread
doi:10.1088/0256-307x/26/7/079701,10.1088/0256-307x/26/7/079701,Topological Aspects in an Interacting Mixture of a Charged and a Neutral Superfluid in Neutron Stars,2009,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s12064-024-00414-7,10.1007/s12064-024-00414-7,Dynamics of neural fields with exponential temporal kernel,2019,Theory in biosciences,,1,semantic_scholar,0,0,,exclude,not-ecology
doi:10.31470/2306-546x-2022-55-83-97,10.31470/2306-546x-2022-55-83-97,Multi-vector management model of decentralization program management in Ukraine,2022,University Economic Bulletin,,1,semantic_scholar,0,0,,exclude,not-ecology
doi:10.1148/radiol.14131603,10.1148/radiol.14131603,Three-Station 3D Bolus Chase MR Angiography Using Real-Time Fluoroscopic Tracking,2014,Radiology,,9,semantic_scholar,0,0,,exclude,off-topic
doi:10.1101/458950,10.1101/458950,Landscape genomics of an obligate mutualism: discordant population structures between a leafcutter-ant and its fungal cultivars,2018,bioRxiv,,2,semantic_scholar,0,0,,exclude,off-topic
doi:10.1080/13647830802632184,10.1080/13647830802632184,Effect of discreteness on heterogeneous flames: Propagation limits in regular and random particle arrays,2009,,,73,semantic_scholar,0,1,,exclude,no-spread
doi:10.20381/ruor-19378,10.20381/ruor-19378,Population Dynamics of Central Place Foragers,2010,,,0,semantic_scholar,0,1,,exclude,no-spread
ttl:analysisofbifurcationofelectricspatialpatterninsemiconductorsusingapotentialwithtwointernalvariables,,Analysis of bifurcation of electric spatial pattern in semiconductors using a potential with two internal variables,1990,,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1093/icb/39.1.131,10.1093/icb/39.1.131,Genetic structure of coral reef organisms: Ghosts of dispersal past,1999,,,268,semantic_scholar,0,1,,exclude,off-topic
doi:10.1002/mrm.22678,10.1002/mrm.22678,Automated estimation of aortic strain from steady‐state free‐precession and phase contrast MR images,2011,Magnetic Resonance in Medicine,,43,semantic_scholar,0,1,,exclude,no-spread
doi:10.1055/s-0033-1343831,10.1055/s-0033-1343831,Flow Analyses of Microvascular Bifurcation Using Laser Doppler Anemometry,2013,Journal of reconstructive microsurgery,,4,semantic_scholar,0,1,,exclude,off-topic
doi:10.4208/cicp.oa-2023-0190,10.4208/cicp.oa-2023-0190,Benchmark Computation of Morphological Complexity in the Functionalized Cahn-Hilliard Gradient Flow,2020,Communications in Computational Physics,,11,semantic_scholar,0,0,,exclude,not-ecology
doi:10.1017/s0956792514000370,10.1017/s0956792514000370,Spatio-temporal organization in a morphochemical electrodeposition model: Hopf and Turing instabilities and their interplay,2014,European journal of applied mathematics,,49,semantic_scholar,0,1,,exclude,no-spread
doi:10.1101/2023.10.23.563683,10.1101/2023.10.23.563683,A geometrical model of cell fate specification in the mouse blastocyst,2023,bioRxiv,,19,semantic_scholar,0,0,,exclude,off-topic
doi:10.1016/j.jde.2006.04.005,10.1016/j.jde.2006.04.005,Loops and branches of coexistence states in a Lotka-Volterra competition model,2006,,,48,semantic_scholar,0,1,,exclude,no-spread
doi:10.1117/12.661774,10.1117/12.661774,Modeling and optimization of vertical-external-cavity surface-emitting diode lasers for passive mode-locking,2006,SPIE Photonics Europe,,1,semantic_scholar,0,1,,exclude,no-spread
ttl:mechanicsofgranularmaterialsmgmmicrogravityexperiment,,Mechanics of Granular Materials (MGM) Microgravity Experiment,1998,,,0,semantic_scholar,0,1,,exclude,no-spread
ttl:bucklingundernonconservativeloadconservativespatialchaos,,BUCKLING UNDER NONCONSERVATIVE LOAD: CONSERVATIVE SPATIAL CHAOS,2006,,,9,semantic_scholar,0,1,,exclude,off-topic
doi:10.1386/jucs_00107_1,10.1386/jucs_00107_1,Sacrificing Cuckoo: Transgender representation and spatial containment in bifurcated Mumbai noir in Sacred Games,2025,Journal of Urban Cultural Studies,,0,semantic_scholar,0,0,,exclude,no-spread
ttl:investigatingspatiotemporalsparsesensereconstructiontopreservegeometricandtemporalfidelity,,Investigating Spatiotemporal Sparse SENSE Reconstruction to Preserve Geometric and Temporal Fidelity,2012,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1137/24m1715908,10.1137/24m1715908,Stability of Equilibria of the Spatially Inhomogeneous Vicsek-BGK Equation Across a Bifurcation,2025,SIAM Journal on Mathematical Analysis,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1017/s0022112006009207,10.1017/s0022112006009207,Experimental study of a Neimark–Sacker bifurcation in axially forced Taylor–Couette flow,2006,Journal of Fluid Mechanics,,30,semantic_scholar,0,1,,exclude,off-topic
doi:10.1007/s00332-013-9186-1,10.1007/s00332-013-9186-1,Triggered Fronts in the Complex Ginzburg Landau Equation,2013,Journal of nonlinear science,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.aml.2021.107581,10.1016/j.aml.2021.107581,Chemotaxis induced complex dynamics in a novel viral infection model,2022,Applied Mathematics Letters,,3,semantic_scholar,0,1,,exclude,no-spread
ttl:spatiallymodulatedstructuresinconvectivesystems,,Spatially Modulated Structures in Convective Systems,2013,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/s0076-6879(08)01207-x,10.1016/s0076-6879(08)01207-x,Monitoring oxidative stress in vascular endothelial cells in response to fluid shear stress: from biochemical analyses to micro- and nanotechnologies.,2008,Methods in Enzymology,,15,semantic_scholar,0,1,,exclude,no-spread
doi:10.1017/jfm.2014.270,10.1017/jfm.2014.270,Spatiotemporal dynamics in two-dimensional Kolmogorov flow over large domains,2013,Journal of Fluid Mechanics,,66,semantic_scholar,0,0,,exclude,off-topic
doi:10.1007/s00285-022-01780-w,10.1007/s00285-022-01780-w,Analysis of a diffusive epidemic system with spatial heterogeneity and lag effect of media impact,2022,Journal of Mathematical Biology,,21,semantic_scholar,0,0,q2 q8,pass,
ttl:classificationofshallowwaterbottomfeaturesbyusingdemobtainedbyairbornelidarbathymetry,,Classiﬁcation of shallow-water bottom features by using DEM obtained by airborne LiDAR bathymetry,2013,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1142/s0218127421300081,10.1142/s0218127421300081,Hopf Bifurcation in a Delayed Single Species Network System,2021,International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,,7,semantic_scholar,0,0,,exclude,off-topic
ttl:hystereticnonequilibriumisingblochtransition,,Hysteretic nonequilibrium Ising – Bloch transition,2008,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1109/iembs.2008.4650073,10.1109/iembs.2008.4650073,Adapting population liver motion models for individualized online image-guided therapy,2008,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,,10,semantic_scholar,0,1,,exclude,no-spread
doi:10.65760/sjgs.v4.i1.4,10.65760/sjgs.v4.i1.4,"MORPHOMETRIC ANALYSIS OF RIVER DURA, NORTH CENTRAL NIGERIA: IMPLICATION FOR WATERSHED MANAGEMENT AND EROSION CONTROL",2026,Sokoto Journal of Geographical Studies,,0,semantic_scholar,0,0,,exclude,not-ecology
doi:10.1007/s12346-023-00880-2,10.1007/s12346-023-00880-2,Bogdanov–Takens Bifurcation of Codimensions 3 and 4 in a Holling and Leslie type Predator–Prey System with Strong Allee Effect,2023,Qualitative Theory of Dynamical Systems,,3,semantic_scholar,0,1,,exclude,off-topic
doi:10.1103/physreve.106.065207,10.1103/physreve.106.065207,Numerical simulation of the bifurcation-remerging process and intermittency in an undriven direct current glow discharge.,2022,Physical Review E,,1,semantic_scholar,0,0,,exclude,off-topic
doi:10.1039/d5sm00341e,10.1039/d5sm00341e,Pronounced effect of strain biaxiality on high-temperature behavior of strain-crystallizing elastomers.,2025,Soft Matter,,2,semantic_scholar,0,0,,exclude,no-spread
doi:10.1504/ijndc.2018.10014667,10.1504/ijndc.2018.10014667,A scaling investigation for a Van der Pol circuit: normal form applied to a Hopf bifurcation,2018,,,4,semantic_scholar,0,1,,exclude,off-topic
doi:10.1109/bcgin.2013.280,10.1109/bcgin.2013.280,Bifurcations of a Diffusive Ratio-Dependent Holling-Tanner System with Feedback Controls,2013,,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1007/s00285-021-01588-0,10.1007/s00285-021-01588-0,Spatial movement with distributed memory,2021,Journal of Mathematical Biology,,98,semantic_scholar,0,1,,exclude,no-spread
doi:10.1039/b103237m,10.1039/b103237m,Turbulent fronts in resonantly forced oscillatory systems.,2002,Faraday discussions,,8,semantic_scholar,0,1,,exclude,no-spread
doi:10.1177/197140091302600409,10.1177/197140091302600409,Carotid Artery Stenosis near a Bifurcation Investigated by Fluid Dynamic Analyses,2013,The Neuroradiology Journal,,34,semantic_scholar,0,1,,exclude,off-topic
doi:10.1103/physreva.46.1850,10.1103/physreva.46.1850,Coupled maps on fractal lattices.,1992,"Physical Review A. Atomic, Molecular, and Optical Physics",,43,semantic_scholar,0,1,,exclude,no-spread
doi:10.1002/cne.901770302,10.1002/cne.901770302,Anatomical demonstration of orientation columns in macaque monkey,1978,The Journal of comparative neurology,,486,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s10334-006-0046-y,10.1007/s10334-006-0046-y,Accelerated time-resolved 3D contrast-enhanced MR angiography at 3T: clinical experience in 31 patients,2006,"Magnetic Resonance Materials in Physics, Biology and Medicine",,33,semantic_scholar,0,1,,exclude,no-spread
doi:10.1103/physreve.82.016310,10.1103/physreve.82.016310,Binary-fluid-mixture convection with low-frequency modulated heating.,2010,"Physical review. E, Statistical, nonlinear, and soft matter physics",,8,semantic_scholar,0,1,,exclude,no-spread
doi:10.5488/cmp.20.37001,10.5488/cmp.20.37001,In memory of Toshihico Arimitsu,2017,,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1007/s10910-010-9797-9,10.1007/s10910-010-9797-9,Pulsating instabilities in the Zeldovich–Liñán model,2011,,,2,semantic_scholar,0,1,,exclude,off-topic
doi:10.1002/mma.8118,10.1002/mma.8118,Investigating the role of zooplankton in sustaining frog population,2022,Mathematical methods in the applied sciences,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1007/s40314-024-02814-3,10.1007/s40314-024-02814-3,Roles of delay on a food-limited predator–prey model with prey-taxis,2024,Computational and Applied Mathematics,,3,semantic_scholar,0,1,,exclude,no-spread
doi:10.1142/s0218127402004176,10.1142/s0218127402004176,Bifurcation from an Equilibrium of the Steady State Kuramoto-sivashinsky equation in Two Spatial Dimensions,2002,International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,,9,semantic_scholar,0,1,,exclude,off-topic
doi:10.1007/s11071-020-05977-w,10.1007/s11071-020-05977-w,Global bifurcations and homoclinic chaos in nonlinear panel optomechanical resonators under combined thermal and radiation stresses,2020,Nonlinear dynamics,,4,semantic_scholar,0,1,,exclude,off-topic
doi:10.30526/38.3.3619,10.30526/38.3.3619,Using a 3D Chaotic Dynamic System as a Random Key Generator for Image Steganography,2025,Ibn AL-Haitham Journal For Pure and Applied Sciences,,1,semantic_scholar,0,0,,exclude,off-topic
doi:10.1143/jpsj.63.4396,10.1143/jpsj.63.4396,Analysis of Nonlinear Oscillation in Gas Discharge,1994,,,6,semantic_scholar,0,1,,exclude,no-spread
doi:10.1063/1.1612223,10.1063/1.1612223,The Onset Of Fluctuations In The Ferroin-Catalyzed Belousov-Zhabotinski Reaction,2003,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.37575/b/sci/1785,10.37575/b/sci/1785,Determine Relief and Morphometric Proprieties of Wadi Al Aysen Drainage Basin in Riyadh Region,2020,Basic and Applied Sciences - Scientific Journal of King Faisal University,,0,semantic_scholar,0,0,,exclude,not-ecology
doi:10.1117/1.jatis.4.4.045001,10.1117/1.jatis.4.4.045001,Distributed situational observer in a displaced orbit: relative dynamics and control,2018,Journal of Astronomical Telescopes Instruments and Systems,,3,semantic_scholar,0,0,,exclude,off-topic
doi:10.1002/cplx.20343,10.1002/cplx.20343,Time and space in neuronal networks - the effects of spatial organisation on network behaviour,2010,IEEE Symposium on Artificial Life,,3,semantic_scholar,0,1,,exclude,no-spread
doi:10.1017/jfm.2015.388,10.1017/jfm.2015.388,Can weakly nonlinear theory explain Faraday wave patterns near onset?,2015,Journal of Fluid Mechanics,,21,semantic_scholar,0,0,,exclude,off-topic
doi:10.48550/arxiv.2603.14388,10.48550/arxiv.2603.14388,Context-Aware Adaptive Shared Control for Magnetically-Driven Bimanual Dexterous Micromanipulation,2026,arXiv.org,,1,semantic_scholar,0,0,,exclude,off-topic
ttl:thedynamicsofadegeneratereactiondiffusionequation,,The dynamics of a degenerate reaction diffusion equation,1994,,,3,semantic_scholar,0,1,,exclude,off-topic
doi:10.1016/j.ecocom.2017.07.001,10.1016/j.ecocom.2017.07.001,Prey-taxis destabilizes homogeneous stationary state in spatial Gause–Kolmogorov-type model for predator–prey system,2017,,,63,semantic_scholar,0,1,,exclude,no-spread
doi:10.1130/g128a.1,10.1130/g128a.1,Speciation collapse and invasive species dynamics during the Late Devonian “Mass Extinction”,2012,,,133,semantic_scholar,0,1,,exclude,off-topic
doi:10.3103/s8756699017020042,10.3103/s8756699017020042,Dynamics of the crystallization front induced by the temperature gradient at the upper boundary of a horizontal layer of a fluid,2017,Optoelectronics Instrumentation and Data Processing,,1,semantic_scholar,0,1,,exclude,no-spread
doi:10.1103/physreva.45.3732,10.1103/physreva.45.3732,Eckhaus and Benjamin-Feir instabilities near a weakly inverted bifurcation.,1992,"Physical Review A. Atomic, Molecular, and Optical Physics",,11,semantic_scholar,0,1,,exclude,off-topic
doi:10.1142/s0218127424501979,10.1142/s0218127424501979,Bifurcation Analysis of a Diffusive Two-Species Model with Memory-Based Cross-Diffusions,2024,International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,,1,semantic_scholar,0,0,q2 q8,pass,
doi:10.1016/j.redox.2025.103730,10.1016/j.redox.2025.103730,Endothelial soluble epoxide hydrolase links polyunsaturated fatty acid metabolism to oxidative stress and atherosclerosis progression,2025,Redox Biology,,12,semantic_scholar,0,0,,exclude,off-topic
doi:10.1117/12.2676579,10.1117/12.2676579,A new optomechanical interaction and a model with non-trivial classical dynamics,2023,NanoScience + Engineering,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1007/s00220-004-1069-8,10.1007/s00220-004-1069-8,Averaging Versus Chaos in Turbulent Transport?,2004,,,37,semantic_scholar,0,0,,exclude,off-topic
doi:10.7498/aps.50.2116,10.7498/aps.50.2116,The transverse pattern of laser oscillation output in a ring cavity and the transition to optical turbulence,2001,,,4,semantic_scholar,0,0,,exclude,not-ecology
doi:10.1177/14687968251327285,10.1177/14687968251327285,"Towards multicultural memory: Struggles over a Muslim cemetery in post-Civil War Asturias, Spain",2025,Ethnicities,,2,semantic_scholar,0,0,,exclude,no-spread
doi:10.1016/0029-5493(91)90124-z,10.1016/0029-5493(91)90124-z,Steel containment resistance under dynamic pressure,1991,,,3,semantic_scholar,0,1,,exclude,no-spread
doi:10.1126/science.abb3091,10.1126/science.abb3091,Bifurcation of planetary building blocks during Solar System formation,2021,Science,,162,semantic_scholar,0,0,q2 q8,pass,
doi:10.1007/978-3-642-20490-6_1,10.1007/978-3-642-20490-6_1,Martensitic Phase Transformations of Mono and Polycrystalline Shape Memory Alloys – A Theoretically and Numerically Unified Concept,2011,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1142/9789812835291_0020,10.1142/9789812835291_0020,TERMINATION OF CARDIAC REENTRY,2008,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/b978-0-12-804009-6.00009-2,10.1016/b978-0-12-804009-6.00009-2,Arterial Wall Stiffness and Atherogenesis in Human Coronaries,2017,,,3,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s11538-022-01055-x,10.1007/s11538-022-01055-x,Boundary Conditions Cause Different Generic Bifurcation Structures in Turing Systems,2022,Bulletin of Mathematical Biology,,12,semantic_scholar,0,0,,exclude,off-topic
doi:10.1242/dev.165258,10.1242/dev.165258,Side branching and luminal lineage commitment by ID2 in developing mammary glands,2018,Development,,11,semantic_scholar,0,1,,exclude,no-spread
doi:10.2208/journalip.24.191,10.2208/journalip.24.191,Proposal of a bifurcation analysis procedure of Core-Periphery model by computational bifurcation theory,2007,,,0,semantic_scholar,0,1,,exclude,off-topic
doi:10.1137/140955458,10.1137/140955458,Pulsatile Localized Dynamics in Delayed Neural Field Equations in Arbitrary Dimension,2014,SIAM Journal on Applied Mathematics,,8,semantic_scholar,0,0,,exclude,off-topic
doi:10.1088/1674-1056/ad24d5,10.1088/1674-1056/ad24d5,Mechanism analysis of regulating Turing instability and Hopf bifurcation of malware propagation in mobile wireless sensor networks,2024,Chinese Physics B,,2,semantic_scholar,0,0,,exclude,not-ecology
doi:10.1115/imece2012-86182,10.1115/imece2012-86182,Dynamic Stability of Translating and Stationary Strings With Sinusoidally Varying Velocities,2012,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1103/physrevd.106.084028,10.1103/physrevd.106.084028,"Electromagnetic quasinormal modes of Schwarzschild–anti–de Sitter black holes: Bifurcations, spectral similarity, and exact solutions in the large black hole limit",2022,Physical Review D,,7,semantic_scholar,0,0,q8 q9,pass,
doi:10.1093/imamat/53.3.295,10.1093/imamat/53.3.295,Pattern formation in a coupled cubic autocatalator system,1994,,,8,semantic_scholar,0,1,,exclude,no-spread
doi:10.1063/1.2036693,10.1063/1.2036693,Noise‐induced patterns in semiconductor nanostructures and time‐delayed feedback control,2005,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s11071-014-1237-0,10.1007/s11071-014-1237-0,Spatiotemporal complexity of a three-species ratio-dependent food chain model,2014,,,20,semantic_scholar,0,1,,exclude,no-spread
doi:10.1371/journal.pone.0085557,10.1371/journal.pone.0085557,A Semi-Automatic Method to Extract Canal Pathways in 3D Micro-CT Images of Octocorals,2014,PLoS ONE,,13,semantic_scholar,0,0,,exclude,off-topic
doi:10.1007/s41976-023-00081-0,10.1007/s41976-023-00081-0,Comparison and Validation of Elevation Data at Selected Ground Control Points and Terrain Derivatives Derived from Different Digital Elevation Models,2023,Remote Sensing in Earth Systems Sciences,,6,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/978-94-011-3428-6_28,10.1007/978-94-011-3428-6_28,External Forcing of Liquid Crystal Instabilities,1991,,,1,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.amc.2014.01.059,10.1016/j.amc.2014.01.059,Semi-analytical solutions for the reversible Selkov model with feedback delay,2014,Applied Mathematics and Computation,,23,semantic_scholar,0,1,,exclude,no-spread
doi:10.1101/2025.10.01.679909,10.1101/2025.10.01.679909,Controlling Neural Synchrony Through Variance-Driven Coupling in Complex Network Topologies,2025,bioRxiv,,0,semantic_scholar,0,0,,exclude,not-ecology
doi:10.1101/2025.10.24.683925,10.1101/2025.10.24.683925,Fate patterns originate through structural relations between cell and supracellular levels of organization,2026,bioRxiv,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1002/wat2.70036,10.1002/wat2.70036,Knots in the Strings: Do Small‐Scale River Features Shape Catchment‐Scale Fluxes?,2025,WIREs Water,,5,semantic_scholar,0,0,,exclude,off-topic
doi:10.1103/physrevlett.119.188003,10.1103/physrevlett.119.188003,Spatiotemporal Self-Organization of Fluctuating Bacterial Colonies.,2017,Physical Review Letters,,32,semantic_scholar,0,0,q2 q8,pass,
doi:10.1299/jsmec.48.444,10.1299/jsmec.48.444,Velocity Profiles of Pulsatile Blood Flow in Arterioles with Bifurcation and Confluence in Rat Mesnetery Measured by Particle Image Velocimetry,2005,,,22,semantic_scholar,0,1,,exclude,off-topic
doi:10.1103/physrevd.100.023542,10.1103/physrevd.100.023542,Dynamics of the generalized unimodular gravity theory,2019,Physical Review D,,31,semantic_scholar,0,0,q2 q8,pass,
ttl:timeandspaceineconomics,,Time and space in economics,2007,,,6,semantic_scholar,0,1,,exclude,no-spread
doi:10.1088/0253-6102/45/6/017,10.1088/0253-6102/45/6/017,Stabilizing Spiral and Spatiotemporal Chaos in External Centric Field,2006,,,6,semantic_scholar,0,1,,exclude,off-topic
doi:10.1063/5.0180703,10.1063/5.0180703,Long-term day-by-day tracking of microvascular networks sprouting in fibrin gels: From detailed morphological analyses to general growth rules,2024,APL Bioengineering,,2,semantic_scholar,0,0,,exclude,off-topic
doi:10.1109/icbda49040.2020.9101198,10.1109/icbda49040.2020.9101198,Analysis of Navigation Characteristics of Inland Watercraft Based on DBSCAN Clustering Algorithm,2020,2020 5th IEEE International Conference on Big Data Analytics (ICBDA),,2,semantic_scholar,0,0,,exclude,off-topic
doi:10.1007/978-94-009-5398-7_59,10.1007/978-94-009-5398-7_59,Analytical Expressions for Some Spatial Periodic Orbits of the Restricted Three-Body Problem and Their Invariant Manifolds,1985,,,0,semantic_scholar,0,1,,exclude,no-spread
ttl:collectivephenomenawithenergeticparticlesinfusionplasmas,,COLLECTIVE PHENOMENA WITH ENERGETIC PARTICLES IN FUSION PLASMAS,1998,,,0,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.cnsns.2020.105503,10.1016/j.cnsns.2020.105503,(INVITED) Homoclinic puzzles and chaos in a nonlinear laser model,2020,Communications in nonlinear science & numerical simulation,,20,semantic_scholar,0,0,,exclude,off-topic
doi:10.1115/detc2011-48673,10.1115/detc2011-48673,Nonlinear finite element-based path following of periodic solutions,2011,,,12,semantic_scholar,0,1,,exclude,no-spread
doi:10.1016/j.jde.2013.01.012,10.1016/j.jde.2013.01.012,Random dispersal versus fitness-dependent dispersal,2013,,,29,semantic_scholar,0,1,,exclude,off-topic
doi:10.1142/s021812741002815x,10.1142/s021812741002815x,Spatially Chaotic bifurcations of an Elastic Web of Links,2010,International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,,7,semantic_scholar,0,1,,exclude,off-topic
ttl:patternformationinadierentialowreactormodel,,Pattern formation in a di!erential}#ow reactor model,2000,,,1,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/s10884-023-10274-2,10.1007/s10884-023-10274-2,Bifurcations and Early-Warning Signs for SPDEs with Spatial Heterogeneity,2022,Journal of Dynamics and Differential Equations,,10,semantic_scholar,0,0,,exclude,not-ecology
doi:10.3311/ppci.7787,10.3311/ppci.7787,Numerical Assessment of Geometric and Load Parameters Associated with Intracranial Aneurysm Formation,2015,,,0,semantic_scholar,0,0,,exclude,off-topic
ttl:topicsinultrascalescientificcomputingwithapplicationinbiomedicalmodeling,,Topics in ultrascale scientific computing with application in biomedical modeling,2009,,,7,semantic_scholar,0,1,,exclude,no-spread
doi:10.1007/pl00012569,10.1007/pl00012569,Failure Mode and Spatial Distribution of Damage in Rothbach Sandstone in the Brittle-ductile Transition,2003,Pure and Applied Geophysics,,28,semantic_scholar,0,1,,exclude,no-spread
doi:10.1371/journal.pone.0054071,10.1371/journal.pone.0054071,Plexin A3 and Turnout Regulate Motor Axonal Branch Morphogenesis in Zebrafish,2013,PLoS ONE,,17,semantic_scholar,0,0,,exclude,off-topic
ttl:spatialsolitonsinresonators,,Spatial Solitons in Resonators,2000,,,0,semantic_scholar,0,0,,exclude,off-topic
doi:10.1029/gl011i007p00665,10.1029/gl011i007p00665,Field aligned observations of transequatorial bubbles from Rarotonga in 1969‐70,1984,,,22,semantic_scholar,0,1,,exclude,no-spread
